price_9,eps_gap,bps_gap,capax_gap,cfo_gap,ebit_gap,sales_gap,fcf_gap,ni_gap,price_12
12125,-339,-652,1,-56,-16,-61,-57,-32,12050
33100,-15,-677,1,-58,-52,-116,-59,24,44850
3078,-175,-91,3,-134,8,-16,-137,-50,2390
25625,-39,1171,59,-271,74,157,-329,-6,25300
2198,-6,-58,-7,-86,5,-24,-78,-3,1855
2783,-186,-39,10,2,-7,-20,-8,-29,2533
9850,-366,-458,-11,116,-13,-486,127,-75,9280
27775,65,343,-1,5,6,3,7,2,28700
17750,80,451,27,-30,32,50,-57,44,28125
27925,48,2,-2,24,2,-3,25,10,31050
3411,52,14,-1,41,11,17,41,8,2913
4505,298,-14,-4,14,20,-1,19,74,3955
5870,-140,-64,77,19,1,3,-58,-7,5430
5341,-165,-138,0,-39,-15,-28,-38,-14,4803
24325,-411,-64,-13,5,-10,-3,17,-51,30925
1938,-60,168,0,-2,-4,42,-2,-13,3623
34250,-8,250,1,-5,-3,-35,-7,-1,38200
4512,-261,-9,2,236,2,-93,234,-34,4775
11700,-151,152,3,48,-16,-132,45,-20,13525
73800,1118,3398,448,1411,83,-264,962,352,84550
5122,383,-280,6,-125,-85,101,-131,176,5360
16000,-225,-123,2,51,-10,-44,49,-24,16425
9515,1106,-445,-1,27,15,18,27,152,20200
5800,-352,-230,-4,-68,-13,7,-63,-35,5050
3655,16,28,-31,-18,-3,-4,12,5,3645
9670,599,-80,-19,-110,-27,75,-91,164,9915
3690,-510,-231,-35,-416,-166,-455,-381,-168,4608
26175,313,362,-31,642,113,366,673,72,29875
10325,-66,129,8,-1794,-30,64,-1802,-25,9595
14900,-512,-42,113,-25,4,96,-138,-114,14775
6281,242,183,-262,-424,33,147,-162,52,2973
32075,305,1193,0,-217,105,211,-217,35,27125
2178,2023,-198,5,-7,139,11,-11,195,1893
10430,-2,-258,-7,-18,5,-22,-11,0,12500
3910,-88,-198,45,45,-20,44,0,-26,3935
19275,185,556,0,-34,7,-31,-34,18,25675
4355,35,92,0,3,5,0,3,4,4215
12325,-379,52,-6,-107,-74,-122,-101,-61,18300
5253,342,499,20,16,11,-43,-4,49,5010
3468,256,-136,17,-47,15,29,-64,30,3260
2257,-299,-415,-135,10,-4,23,145,-112,3880
3505,119,82,-4,-231,-14,-359,-227,11,3020
3810,0,109,19,110,17,26,90,1,3835
4812,-85,-12,-3,-51,1,-10,-49,-17,4860
13825,-90,-116,8,-111,-7,-116,-119,-12,12525
5275,-262,-5,-43,-89,-1,-14,-45,-37,5010
4093,80,-31,-51,63,4,-66,114,7,3595
4140,422,-36,-1,-13,4,-11,-12,26,5305
927,-46,-84,79,28,-6,-10,-51,-14,1185
3055,173,186,0,3,-20,62,3,43,3148
3143,-101,-342,-9,-131,-28,-66,-122,-52,3708
427500,-567,1530,-203,559,-99,-108,761,-125,558000
3073,22,97,0,-28,-17,0,-28,13,3133
3308,-15,-49,9,14,5,-11,5,-1,3353
5950,6,-22,0,-11,4,2,-11,1,8075
4227,-5,165,-1,-99,-6,98,-99,-2,4230
3413,88,103,2,-24,4,3,-26,8,2870
77300,9597,10594,-44,-151,2,312,-107,3713,92700
1390,-41,-16,0,-23,-24,-72,-25,-14,1675
2233,15906,-939,-1,-8,-4,67,-7,259,1190
2290,-8,-16,-1,-17,17,24,-17,-3,2565
5190,-19,-24,1,-22,-2,-37,-23,-3,5185
16750,600,332,-15,7,92,98,22,73,16100
2187,-16,73,1,1,-12,-16,0,-8,2850
8740,-109,45,2,37,-6,-87,34,-16,9950
2668,165,42,1,16,32,24,14,28,2125
6115,-1288,-706,-41,144,-193,499,185,-106,5775
3061,16,21,-27,-87,5,9,-59,3,2808
13476,-214,-194,-10,6,-4,-80,16,-52,5403
4055,227,303,-20,418,183,723,438,141,3105
18000,11,878,-32,15,143,351,47,15,15075
12625,-578,41,-11,-16,-12,-14,-6,-31,14125
18875,-45,-47,-14,-59,-30,-24,-45,-30,3445
5276,-228,-96,-24,-178,6,144,-153,-44,4288
7800,83,179,1,10,-4,24,9,8,7385
10950,152,201,-2,-26,-10,-37,-24,10,11325
15350,-410,104,15,-38,-146,8,-52,-138,16625
10595,108,83,18,5,-45,26,-12,20,11670
6875,93,151,220,410,22,38,189,35,7915
13300,272,-34,5,155,29,-52,149,36,14025
1608,116,108,21,-5,0,-2,-26,21,2398
213750,-3783,2836,-271,-1679,-1047,-920,-1407,-1059,269500
3883,143,-54,0,2,4,-1,2,10,3485
28175,-436,-451,-2,-38,-26,-27,-36,-36,36825
3830,6,82,2,2,-13,-55,0,-4,3980
25550,-1156,-490,-1,36,-66,-98,37,-75,27800
19575,-511,-80,-1,-130,-13,-28,-129,-62,19675
1137,-4,91,0,-26,1,-57,-26,-1,1480
7090,-359,-179,0,-248,-14,52,-247,-35,7060
10925,217,94,-6,6,36,6,11,23,12375
8440,551,-223,2,-7,-17,171,-9,85,7220
19825,-129,121,1,-33,-20,-10,-34,-15,21125
6725,-738,70,0,49,-30,31,49,-90,5430
546000,1454,6160,-21,52,56,65,72,51,511200
95100,404,1575,-51,444,133,437,494,96,91700
6065,-55,-104,2,-9,19,-131,-10,-11,9555
5220,-64,-40,84,-10,10,10,-95,-9,5233
4092,145,-99,0,11,10,7,11,12,5105
13475,-1098,8,2,54,-269,32,52,-1194,7835
1113,-10,-129,9,64,18,5,55,-5,1078
5810,230,-10,-3,-161,7,-64,-159,25,5345
27050,536,930,12,-303,43,102,-315,49,29500
5490,6,36,51,-64,-1,2,-115,1,5955
3058,542,-87,-21,-25,-3,-20,-4,119,1830
6250,881,-167,-1,-23,37,-3,-22,56,7905
4895,198,-267,0,-31,-27,27,-31,24,5570
1363,19,-53,-4,-19,-71,-9,-14,26,977
6780,119,27,3,568,52,49,564,46,9115
20550,35,853,-2,34,8,5,37,3,16525
14375,14,428,-4,246,7,-62,250,5,16875
58750,-315,-679,-998,-3406,-70,286,-2408,-422,53900
6970,131,-148,-1,-38,34,-3,-37,18,6395
68900,-103,233,-50,262,-36,57,312,-26,84750
9565,-594,-485,-55,34,-110,45,88,-77,8615
7980,15,-81,18,-44,11,3,-62,-1,11850
28550,196,-138,0,24,30,-1,24,38,23150
4350,-70,225,9,-38,-30,15,-47,-11,4080
6160,-22,-194,1,-23,-28,-67,-24,-3,5930
80350,1895,558,9,-126,-11,-4,-135,160,98150
10880,-157,-172,-9,-1,-2,-15,9,-13,12750
4155,119,-24,1,-17,10,-5,-19,13,4288
6950,162,-186,2,-118,32,-87,-120,46,7980
4995,-81,66,19,45,-13,-22,27,-9,5665
5038,168,24,4,29,24,-9,24,17,3963
21375,-4105,-1113,0,-89,-241,-415,-90,-2450,18475
1925,31,-2,0,-36,9,4,-36,8,1965
32825,-126,-82,0,-26,-17,-25,-26,-29,31100
85200,4854,5449,-10,-185,251,417,-174,162,120500
2300,-43,-4,-5,-65,-25,-137,-60,-16,2508
12275,-29,114,-1,11,1,-6,12,-7,9195
5936,338,296,-151,-143,45,98,7,30,5238
19750,4,31,-6,3,4,8,8,1,20675
1376,147,42,-4,82,19,69,86,24,1087
10505,69,-84,-4,-25,12,7,-21,5,9275
28550,-1148,-2722,23,-144,-20,-125,-167,-39,20550
6820,1544,598,-14,-60,99,101,-46,132,5970
77300,289,77,-12,7,-3,-1,19,11,87100
55900,-634,-248,1,73,5,-8,71,-101,52350
1573,-19,-17,-1,-41,-18,-91,-41,-12,1515
126500,-918,1431,8,-49,-119,-234,-59,-87,165000
42100,-2240,-669,-8,-49,-80,-182,-41,-139,46925
116250,709,1312,-276,-8,49,132,267,70,120500
3096,32,-18,-1,13,1,3,14,14,3048
14450,524,500,-20,-175,21,143,-156,70,13150
12025,-35,-320,-6,-151,-7,-39,-144,-4,13950
10500,1341,5,0,1,16,-13,1,167,11090
1841,-24,34,-4,-4,10,30,-1,-4,1803
956,-24,-65,6,-118,-4,10,-124,-18,1258
29550,210,32,28,34,29,23,6,27,33675
2675,-24,71,-2,-9,-6,-17,-6,-13,1490
13225,-442,-50,-19,58,6,81,77,-27,12100
5193,-174,-163,-16,-89,-2,-21,-74,-12,4790
1215,-78,268,0,83,0,-3,82,-29,1170
30075,123,167,7,111,19,46,103,38,30200
4200,41,-33,39,68,15,20,28,30,14450
34125,55,-904,-18,12,-7,-13,30,4,41675
9970,25,-37,-1,-29,-6,11,-29,2,9510
10260,-1175,-24,-222,348,-263,-755,570,-325,10725
4112,10,0,-1,1,-1,0,2,5,9095
3553,48,-2,-21,-22,19,25,-1,10,3918
4448,-200,-74,2,-15,-58,-90,-17,-69,4143
2898,82,-40,-1,1,-3,-18,2,28,1898
14875,-15,222,3,5,-10,0,2,-5,17650
2558,-13,26,-1,-7,-4,-4,-6,-3,3418
2866,-80,-42,-1,4,2,-53,7,-22,2323
22525,225,873,18,162,24,115,143,25,19400
28175,2061,2697,0,-303,-51,71,-303,450,32475
16950,-553,1581,98,-377,80,463,-476,-110,14400
23050,162,491,-1,-17,3,27,-16,24,26225
68650,603,1329,-12,994,44,-214,1006,107,75150
5310,90,171,-4,-22,-23,-85,-18,9,5150
73350,-721,-1585,-4,-154,-53,-57,-150,-78,79600
14600,2,76,17,40,-15,-128,23,1,20125
23700,-173,-42,-25,-15,-1,-25,11,-12,22650
43075,403,6,-2,9,36,13,11,37,53900
46575,695,26,-1,110,87,60,111,40,45875
38050,4426,2122,-46,61,125,178,107,101,54450
39325,-349,110,9,-63,-12,-8,-72,-31,34825
20500,-274,-212,-2,36,3,-6,37,-14,19425
9040,30,-538,-3,-24,2,-7,-21,1,8250
15100,-339,-328,-11,5,-6,-2,17,-13,16050
18300,-214,-37,-67,-148,-2,13,-80,-42,20600
12425,-302,-357,-88,332,-111,-140,419,-67,10550
1120,-6,32,-8,259,-16,-80,267,-7,908
29325,-650,3969,49,-320,-148,-114,-369,-97,48725
14050,245,909,1,-23,2,-18,-26,23,15150
26850,-576,52,0,-73,-8,-27,-72,-41,23025
1587,143,69,-6,51,12,157,57,70,4380
4325,8,-15,-4,-27,9,-6,-23,3,4880
